variant,method,id,seed,schedule_id,family,event,static_timely,variant_timely,static_false,variant_false,timely_gain,false_gain
static_plus_persistence,Static + persistent departure,confirmation|151|227|13,151,227,13,7.0,True,True,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|151|227|14,151,227,14,2.0,True,True,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|151|227|15,151,227,15,,False,False,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|151|227|16,151,227,16,6.0,True,True,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|151|227|17,151,227,17,11.0,True,True,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|151|227|18,151,227,18,4.0,True,True,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|163|211|2,163,211,2,,False,False,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|163|211|6,163,211,6,,False,False,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|163|211|11,163,211,11,,False,False,False,False,0,0
static_plus_persistence,Static + persistent departure,confirmation|163|211|12,163,211,12,,False,False,False,False,0,0
